keyword,Title,Reviews,Review_points,Address,Country,City,State,Website,Phone,Latitude,Longitude,Category,Kecamatan,Kelurahan,Pasar_Amount,Landmark_Amount,Price_Range_Rp 100–125K,Price_Range_Rp 150–175K,"Price_Range_Rp 1–25,000","Price_Range_Rp 1–50,000","Price_Range_Rp 250,000+",Price_Range_Rp 25–50K,Price_Range_Rp 25–75K,Price_Range_Rp 50–100K,Price_Range_Rp 50–75K,Price_Range_Rp 75–100K,Busiest_time_Monday,Busiest_time_Tuesday,Busiest_time_Wednesday,Busiest_time_Thursday,Busiest_time_Friday,Busiest_time_Saturday,Busiest_time_Sunday,Populations_2023,Competitor,Review_rate,Average_review_points,Average_reviews,Max_reviews,Min_reviews,Success_rate,Success_rate_category_minor,Success_rate_category_major
Kuliner Malang Terbaik,kuliner extreme malang,10.0,4.1,"XJRJ+7C4, Gg. 7, Gadang, Kec. Sukun, Kota Malang, Jawa Timur 65149, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 822-1857-7373,-8.0093566,112.6310896,Restoran,Sukun,Gadang,3.0,1.0,False,False,True,False,False,False,False,False,False,False,12PM,10PM,4AM,12PM,7PM,2PM,1PM,20229,1,7.05,4.37,6.0,10.0,2.0,7.05,7.05,0.0
Kuliner Malang Murah,Warung Ayam Bakar Lientang,6138.0,4.4,"Jl. Danau Bratan C2A-16 Sawojajar, Kota Malang, Jawa Timur 65138, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 341 724992,-7.9759618,112.6625352,Ayam,Kedungkandang,Sawojajar,1.0,0.0,False,False,False,False,False,True,False,False,False,False,6PM,6PM,6PM,6PM,7PM,6PM,6PM,26877,1,3071.2,4.8,1537.5,6138.0,1.0,3071.2,3071.2,0.0
Kuliner Tradisional Malang,Ceker Setan,1123.0,4.5,"Jl. Jakarta No.4 B, Penanggungan, Kec. Klojen, Kota Malang, Jawa Timur 65113, Indonesia",ID,Malang City,East Java,Tidak Ada,Tidak Ada,-7.963113,112.6248597,Ayam,Klojen,Klojen,45.0,20.0,False,False,True,False,False,False,False,False,False,False,8PM,8PM,8PM,8PM,8PM,8PM,7PM,5928,10,4541.85,4.53,847.21,21451.0,1.0,454.19,0.0,454.19
Toko Makanan Malang,Bluder Cokro di Malang,159.0,4.5,"Jl. Patimura No.71 W, Klojen, Kec. Klojen, Kota Malang, Jawa Timur 65111, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 812-9994-796,-7.9732191,112.6373349,Lainnya,Klojen,Klojen,45.0,20.0,False,False,True,False,False,False,False,False,False,False,6PM,8PM,8PM,8PM,8PM,7PM,6PM,5928,43,11154.986107854631,4.53,847.21,21451.0,1.0,259.42,0.0,259.42
Restoran di Malang,Warung Siji House and Resto Malang,1195.0,4.5,"Jl. Danau Kerinci Raya E1 B12, Lesanpuro, Kec. Kedungkandang, Kota Malang, Jawa Timur 65139, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 812-3169-3631,-7.9772582,112.6608006,Warung,Kedungkandang,Kedungkandang,10.0,10.0,False,False,False,False,False,True,False,False,False,False,7PM,6PM,7PM,7PM,7PM,7PM,7PM,11781,14,2028.236107854631,4.58,367.15,2077.0,1.0,144.87,0.0,144.87
Toko Makanan Malang,Tumicake Malang,15.0,4.7,"Gg. 6 No.23D, Purwantoro, Kec. Blimbing, Kota Malang, Jawa Timur 65122, Indonesia",ID,Malang City,East Java,http://www.tumicake.blogspot.com/,+62 856-4662-1264,-7.9568424,112.6458444,Snack,Blimbing,Blimbing,44.0,14.0,False,False,True,False,False,False,False,False,False,False,6PM,11AM,6PM,6PM,7PM,1PM,9AM,8733,17,2992.4,4.52,664.83,6759.0,1.0,176.02,0.0,176.02
Kuliner Tradisional Malang,Bakpao Boldy Malang,389.0,4.4,"Jl. Mangun sarkoro No.25, Jodipan, Kec. Blimbing, Kota Malang, Jawa Timur 65127, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 341 364020,-7.9859381,112.6381852,Masakan Cina,Blimbing,Blimbing,44.0,14.0,False,False,True,False,False,False,False,False,False,False,4PM,1PM,2PM,11AM,11AM,2PM,3PM,8733,2,229.15,4.52,664.83,6759.0,1.0,114.58,114.58,0.0
Warung Makan di Malang,Warung Bu Nur,53.0,4.3,"2JCP+JJ6, Jl. Sriwijaya, Kiduldalem, Kec. Klojen, Kota Malang, Jawa Timur 65119, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 812-1670-7505,-7.9784628,112.6365296,Warung,Klojen,Kiduldalem,4.0,8.0,False,False,True,False,False,False,False,False,False,False,8AM,11AM,9PM,10AM,5PM,1PM,8PM,6240,5,446.59536928487694,4.4,1087.93,7541.0,2.0,89.32,89.32,0.0
Kuliner Tradisional Malang,Oleh Oleh Khas Malang,32.0,4.8,"Jl. Candi Mendut IV No.4, Mojolangu, Kec. Lowokwaru, Kota Malang, Jawa Timur 65142, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 812-3568-8838,-7.9425806,112.6308022,Snack,Lowokwaru,Lowokwaru,33.0,79.0,False,False,True,False,False,False,False,False,False,False,3PM,12PM,8AM,8PM,3PM,12PM,10AM,19407,12,573.8953692848769,4.55,621.97,8486.0,1.0,47.82,0.0,47.82
Toko Makanan Malang,Outlet Fitri,9.0,4.9,"Jl. J.Agung Suprapto IIB No.287, Samaan, Kec. Klojen, Kota Malang, Jawa Timur 65112, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 812-3377-7618,-7.9651225,112.6307266,Toko,Klojen,Klojen,45.0,20.0,False,False,True,False,False,False,False,False,False,False,7AM,5PM,3PM,6PM,5PM,4PM,4PM,5928,13,2118.3907385697535,4.53,847.21,21451.0,1.0,162.95,0.0,162.95
Warung Makan di Malang,Warung Mak War,89.0,4.4,"Jl. Senggani No.23, Jatimulyo, Kec. Lowokwaru, Kota Malang, Jawa Timur 65141, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 857-5565-6285,-7.9449867,112.6173865,Warung,Lowokwaru,Jatimulyo,7.0,1.0,False,False,True,False,False,False,False,False,False,False,6PM,11AM,12PM,8AM,6PM,8AM,4PM,19014,10,2450.65,4.57,1122.21,7949.0,1.0,245.06,0.0,245.06
Restoran di Malang,Niki Kopitiam,3101.0,4.6,"Jl. Bondowoso No.8, Gading Kasri, Kec. Klojen, Kota Malang, Jawa Timur 65115, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 341 567388,-7.9679686,112.6170482,Masakan Cina,Klojen,Klojen,45.0,20.0,False,False,False,False,False,False,False,True,False,False,12PM,12PM,7PM,2PM,1PM,7PM,1PM,5928,6,6089.7,4.53,847.21,21451.0,1.0,1014.95,0.0,1014.95
Toko Makanan Malang,Fajarbaru,111.0,4.6,"Jl. Hasanudin No.05, Samaan, Kec. Klojen, Kota Malang, Jawa Timur 65112, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 858-7801-0059,-7.968808,112.6322146,Lainnya,Klojen,Klojen,45.0,20.0,False,False,True,False,False,False,False,False,False,False,11PM,11PM,11PM,10PM,10PM,11PM,11PM,5928,43,11154.986107854631,4.53,847.21,21451.0,1.0,259.42,0.0,259.42
Kuliner Tradisional Malang,Mie ‎Setan Noodle N Dimsum - Malang,4323.0,4.2,"Jl. Bromo No.1A, Kauman, Kec. Klojen, Kota Malang, Jawa Timur 65119, Indonesia",ID,Malang City,East Java,http://miesetan.co.id/,Tidak Ada,-7.9789675,112.625314,Mie,Klojen,Kauman,10.0,6.0,False,False,True,False,False,False,False,False,False,False,7PM,7PM,7PM,7PM,7PM,7PM,6PM,9063,2,2486.3,4.43,1342.15,7391.0,2.0,1243.15,1243.15,0.0
Kuliner Malang Terbaik,My Kopi O!,3456.0,4.6,"Jl. Tenes No.14, Kauman, Kec. Klojen, Kota Malang, Jawa Timur 65119, Indonesia",ID,Malang City,East Java,http://mykopiomalang.com/,+62 341 364455,-7.9748034,112.6235308,Minuman,Klojen,Kauman,10.0,6.0,False,False,False,False,False,False,False,True,False,False,7PM,1PM,1PM,7PM,7PM,7PM,7PM,9063,15,5082.0,4.43,1342.15,7391.0,2.0,338.8,0.0,338.8
Warung Makan di Malang,Warung Mak'e,36.0,4.4,"Jl. Simpang S. Kalijaga V, Dinoyo, Kec. Lowokwaru, Kota Malang, Jawa Timur 65149, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 852-3092-5017,-7.9520178,112.6039763,Warung,Lowokwaru,Dinoyo,4.0,26.0,False,False,True,False,False,False,False,False,False,False,7PM,7PM,7PM,7PM,7PM,7PM,7PM,11217,9,324.7,4.57,276.87,1131.0,1.0,36.08,0.0,36.08
Kuliner Malang Terbaik,Viet Cong Malang,143.0,4.5,"2JGH+2QV, Jl. Jenderal Basuki Rahmat, Klojen, Kec. Klojen, Kota Malang, Jawa Timur 65119, Indonesia",ID,Malang City,East Java,https://instagram.com/vietcong.mlg?igshid=YmMyMTA2M2Y=,+62 851-7508-1920,-7.9748863,112.6294191,Masakan Lain,Klojen,Klojen,45.0,20.0,False,False,False,False,False,True,False,False,False,False,7PM,7PM,7PM,7PM,7PM,7PM,7PM,5928,15,2428.645369284877,4.53,847.21,21451.0,1.0,161.91,0.0,161.91
Restoran di Malang,Bataputi Coffee House,1607.0,4.4,"Jl. Araya Megah No.9, Pandanwangi, Kec. Blimbing, Kota Malang, Jawa Timur, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 341 416999,-7.9401249,112.6642684,Minuman,Blimbing,Blimbing,44.0,14.0,False,False,False,False,False,True,False,False,False,False,7PM,7PM,7PM,7PM,7PM,7PM,7PM,8733,15,1690.9,4.52,664.83,6759.0,1.0,112.73,0.0,112.73
Toko Makanan Malang,"Toko Kopi Jaya, Ijen",619.0,4.6,"Jl. Buring No.53, Oro-oro Dowo, Kec. Klojen, Kota Malang, Jawa Timur 65119, Indonesia",ID,Malang City,East Java,https://instagram.com/tokokopijaya,+62 811-3333-2323,-7.9695022,112.6241142,Minuman,Kedungkandang,Buring,1.0,0.0,False,False,False,False,False,True,False,False,False,False,8PM,3PM,7PM,7PM,4PM,8PM,7PM,15876,1,311.8,4.53,498.73,1631.0,7.0,311.8,311.8,0.0
Kuliner Malang Murah,NASI PADANG MURAH,1131.0,4.5,"Jl. MT. Haryono No.7-1, Dinoyo, Kec. Lowokwaru, Kota Malang, Jawa Timur 65145, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 811-269-245,-7.9458302,112.6124258,Olahan Nasi,Lowokwaru,Dinoyo,4.0,26.0,False,False,True,False,False,False,False,False,False,False,12PM,11AM,12PM,12PM,11AM,1PM,12PM,11217,4,1344.3407385697537,4.57,276.87,1131.0,1.0,336.09,336.09,0.0
Kuliner Tradisional Malang,Kuliner Kampoeng Bumiayu,1.0,5.0,"Jl. Kyai Parseh Jaya No.54, Bumiayu, Kec. Kedungkandang, Kota Malang, Jawa Timur 65135, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 822-4557-0070,-8.0171097,112.6343483,Restoran,Kedungkandang,Bumiayu,0.0,1.0,False,False,True,False,False,False,False,False,False,False,1PM,3PM,9PM,12PM,4PM,11PM,8PM,19779,1,3.0,4.63,405.33,1128.0,1.0,3.0,3.0,0.0
Kuliner Malang Terbaik,Pemuda Fried Chicken,2365.0,4.5,"Jl. Semeru No.38 A, RW.3, Oro-oro Dowo, Kec. Klojen, Kota Malang, Jawa Timur 65119, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 341 325318,-7.9754009,112.626551,Ayam,Klojen,Klojen,45.0,20.0,False,False,False,False,False,True,False,False,False,False,6PM,7PM,6PM,6PM,6PM,7PM,6PM,5928,10,4541.85,4.53,847.21,21451.0,1.0,454.19,0.0,454.19
Kuliner Tradisional Malang,Darjo X Rempon Rempah - Sawojajar,287.0,4.4,"Jl. Danau Kerinci Raya No.C2 A9, Sawojajar, Kec. Kedungkandang, Kota Malang, Jawa Timur 65139, Indonesia",ID,Malang City,East Java,Tidak Ada,Tidak Ada,-7.9755708,112.6617606,Lainnya,Kedungkandang,Kedungkandang,10.0,10.0,False,False,True,False,False,False,False,False,False,False,3PM,6PM,11AM,11AM,6PM,11AM,11AM,11781,4,548.445369284877,4.58,367.15,2077.0,1.0,137.11,137.11,0.0
Warung Makan di Malang,Warung Biru,12.0,4.8,"Jl. Belakang RSU No.31, Klojen, Kec. Klojen, Kota Malang, Jawa Timur 65111, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 896-7258-2138,-7.9740617,112.6326828,Warung,Klojen,Klojen,45.0,20.0,False,False,True,False,False,False,False,False,False,False,5AM,6AM,11AM,10AM,4AM,9AM,2PM,5928,53,12486.890738569753,4.53,847.21,21451.0,1.0,235.6,0.0,235.6
Warung Makan di Malang,Rumah Makan Prasmanan Bu Marni,448.0,4.0,"2JP7+PCF, Sumbersari, Lowokwaru, Malang City, East Java 65145, Indonesia",ID,Malang City,East Java,Tidak Ada,Tidak Ada,-7.9631957,112.613541,Warung,Lowokwaru,Lowokwaru,33.0,79.0,False,False,True,False,False,False,False,False,False,False,10PM,11PM,11PM,11PM,11PM,11PM,11PM,19407,28,7638.795369284877,4.55,621.97,8486.0,1.0,272.81,0.0,272.81
Toko Makanan Malang,Es Puter Sendeez | Dessert dan Es Krim Khas Malang,15.0,4.9,"Jl. Brigjen Katamso Gg. III No.17A, Kasin, Kec. Klojen, Kota Malang, Jawa Timur 65119, Indonesia",ID,Malang City,East Java,https://sendeez.com/,+62 851-5533-4644,-7.9839961,112.6249666,Minuman,Klojen,Kasin,3.0,1.0,False,False,True,False,False,False,False,False,False,False,11AM,7PM,4PM,4PM,7PM,8PM,1PM,12918,3,492.15,4.54,1444.47,7925.0,15.0,164.05,164.05,0.0
Toko Makanan Malang,Toko Kopi TUKU - Malang,738.0,4.7,"Jl. Jombang No.27, RT.012/RW./003, Gading Kasri, Kec. Klojen, Kota Malang, Jawa Timur 65115, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 811-1992-6445,-7.9672673,112.6156362,Minuman,Klojen,Klojen,45.0,20.0,False,False,False,False,False,True,False,False,False,False,7PM,1PM,12PM,7PM,7PM,6PM,11AM,5928,48,15239.695369284877,4.53,847.21,21451.0,1.0,317.49,0.0,317.49
Kuliner Malang Murah,Bakso Prima,1893.0,4.5,"Jl. Soekarno Hatta No.37, Jatimulyo, Kec. Lowokwaru, Kota Malang, Jawa Timur 65141, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 813-3420-3111,-7.9462577,112.6178647,Bakso,Lowokwaru,Jatimulyo,7.0,1.0,False,False,True,False,False,False,False,False,False,False,6PM,6PM,6PM,6PM,5PM,2PM,1PM,19014,1,948.75,4.57,1122.21,7949.0,1.0,948.75,948.75,0.0
Kuliner Malang Terbaik,Sego Tempong by Cak Uut,1300.0,4.6,"Jl. Majapahit No.42, Kiduldalem, Kec. Klojen, Kota Malang, Jawa Timur 65119, Indonesia",ID,Malang City,East Java,https://malangposcomedia.id/sego-tempong-by-cak-uut-hidangan-banyuwangi-obat-rindu-kampung-halaman/,Tidak Ada,-7.9793245,112.6315687,Olahan Nasi,Klojen,Kiduldalem,4.0,8.0,False,False,False,False,False,True,False,False,False,False,1PM,12PM,12PM,12PM,7PM,1PM,1PM,6240,6,859.7,4.4,1087.93,7541.0,2.0,143.28,0.0,143.28
Kuliner Malang Murah,Cobek Kitchen,2132.0,4.7,"Jl. Sigura - Gura No.26, Sumbersari, Kec. Lowokwaru, Kota Malang, Jawa Timur 65145, Indonesia",ID,Malang City,East Java,https://www.instagram.com/dapoercobek01,+62 812-1000-2002,-7.9580383,112.6088918,Restoran,Lowokwaru,Lowokwaru,33.0,79.0,False,False,True,False,False,False,False,False,False,False,7PM,7PM,7PM,7PM,7PM,7PM,7PM,19407,12,6241.145369284877,4.55,621.97,8486.0,1.0,520.1,0.0,520.1
Kuliner Tradisional Malang,Kuliner 88,1.0,5.0,"Jl. Dewandaru No.29, Jatimulyo, Kec. Lowokwaru, Kota Malang, Jawa Timur 65141, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 857-4957-5789,-7.9496775,112.6235784,Restoran,Lowokwaru,Jatimulyo,7.0,1.0,False,False,True,False,False,False,False,False,False,False,4PM,11AM,7PM,8PM,3PM,10AM,6PM,19014,1,3.0,4.57,1122.21,7949.0,1.0,3.0,3.0,0.0
Kuliner Tradisional Malang,Tahu Telor Cak Srupin,75.0,4.8,"Jl. KH Ahmad Dahlan No.8, Sukoharjo, Kec. Klojen, Kota Malang, Jawa Timur 65119, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 812-3151-6166,-7.9845416,112.634189,Snack,Klojen,Klojen,45.0,20.0,False,False,True,False,False,False,False,False,False,False,7PM,7PM,7PM,7PM,7PM,7PM,7PM,5928,30,7237.595369284877,4.53,847.21,21451.0,1.0,241.25,0.0,241.25
Kuliner Malang Terbaik,Kenthoes kuliner,2.0,4.5,"Polowijen, Blimbing, Malang City, East Java, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 821-4349-2735,-7.9301501,112.6465002,Restoran,Blimbing,Blimbing,44.0,14.0,False,False,True,False,False,False,False,False,False,False,8PM,7AM,1PM,12PM,8AM,8AM,12PM,8733,10,2679.6,4.52,664.83,6759.0,1.0,267.96,0.0,267.96
Kuliner Malang Terbaik,Kirin Kimbap,2631.0,4.4,"Jl. Kalpataru No.40, Jatimulyo, Kec. Lowokwaru, Kota Malang, Jawa Timur 65151, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 857-9131-8382,-7.9502045,112.6297825,Lainnya,Lowokwaru,Jatimulyo,7.0,1.0,False,False,False,False,False,True,False,False,False,False,5PM,5PM,6PM,6PM,6PM,6PM,5PM,19014,4,2755.05,4.57,1122.21,7949.0,1.0,688.76,688.76,0.0
Warung Makan di Malang,Warung Mbak An,46.0,4.6,"Jl. Jayawijaya No.7, Pisang Candi, Kec. Sukun, Kota Malang, Jawa Timur 65146, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 341 561280,-7.9711095,112.6085592,Warung,Sukun,Sukun,9.0,17.0,False,False,True,False,False,False,False,False,False,False,7PM,7PM,7PM,7PM,7PM,7PM,7PM,19320,8,1672.6953692848767,4.57,648.53,4413.0,4.0,209.09,0.0,209.09
Restoran di Malang,Burger Buto Sarangan,6071.0,4.3,"Jl. Sarangan No.27, Lowokwaru, Kec. Lowokwaru, Kota Malang, Jawa Timur 65141, Indonesia",ID,Malang City,East Java,https://instagram.com/burger_buto?igshid=vety4frg8zmz,+62 341 495438,-7.959849,112.6321433,Fast Food,Lowokwaru,Lowokwaru,33.0,79.0,False,False,False,False,False,True,False,False,False,False,7PM,6PM,6PM,6PM,6PM,7PM,6PM,19407,3,3625.9,4.55,621.97,8486.0,1.0,1208.63,1208.63,0.0
Kuliner Malang Terbaik,Depot 21,661.0,4.5,"Jl. Brigjend Slamet Riadi No.94A, Oro-oro Dowo, Kec. Klojen, Kota Malang, Jawa Timur 65119, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 341 365674,-7.9675082,112.628995,Warung,Klojen,Klojen,45.0,20.0,False,False,False,False,False,False,False,False,True,False,6PM,7PM,6PM,7PM,6PM,7PM,6PM,5928,53,12486.890738569753,4.53,847.21,21451.0,1.0,235.6,0.0,235.6
Kuliner Tradisional Malang,Jejak Kuliner Malang,14.0,4.8,"Seberang AlfaMidi Sulfat, Jl. Sulfat No.95B, Pandanwangi, Kec. Blimbing, Kota Malang, Jawa Timur 65126, Indonesia",ID,Malang City,East Java,https://business.google.com/u/1/posts/l/05156547555899160309,+62 878-6228-6111,-7.9611212,112.6516766,Restoran,Blimbing,Blimbing,44.0,14.0,False,False,True,False,False,False,False,False,False,False,7PM,7PM,7PM,7PM,7PM,7PM,7PM,8733,10,2679.6,4.52,664.83,6759.0,1.0,267.96,0.0,267.96
Kuliner Malang Terbaik,Seafood Cak Tomo,279.0,4.6,"Jl. Brigjend Slamet Riadi No.173 C, Oro-oro Dowo, Kec. Klojen, Kota Malang, Jawa Timur 65119, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 851-0029-4132,-7.9637446,112.6271202,Seafood,Klojen,Klojen,45.0,20.0,False,False,False,False,False,True,False,False,False,False,7PM,10PM,7PM,7PM,9PM,7PM,7PM,5928,5,6541.45,4.53,847.21,21451.0,1.0,1308.29,1308.29,0.0
Toko Makanan Malang,Koono Gelato,1827.0,4.6,"Jl. Bromo No.19, Kauman, Kec. Klojen, Kota Malang, Jawa Timur 65119, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 341 352309,-7.9770902,112.6262023,Snack,Klojen,Kauman,10.0,6.0,False,False,False,False,False,True,False,False,False,False,7PM,7PM,7PM,7PM,7PM,7PM,7PM,9063,5,6816.5,4.43,1342.15,7391.0,2.0,1363.3,1363.3,0.0
Kuliner Malang Murah,Mommy catering murah / lalapan ayam dan tahu telur by warong lpi,50.0,4.8,"Jl. Kertosentono No.97, Ketawanggede, Kec. Lowokwaru, Kota Malang, Jawa Timur 65145, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 822-3463-5840,-7.9487187,112.6106684,Ayam,Lowokwaru,Ketawanggede,0.0,33.0,False,False,True,False,False,False,False,False,False,False,12AM,11PM,9AM,9PM,10PM,12AM,10PM,5046,2,564.65,4.55,285.07,2578.0,1.0,282.32,282.32,0.0
Toko Makanan Malang,Dulces Delight Kue Kering Malang,8.0,5.0,"Jl. Kembang Turi No.18, RT.02/RW.04, Jatimulyo, Kec. Lowokwaru, Kota Malang, Jawa Timur 65141, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 819-7619-057,-7.9431768,112.6160572,Snack,Lowokwaru,Jatimulyo,7.0,1.0,False,False,True,False,False,False,False,False,False,False,7PM,7PM,7PM,7PM,7PM,7PM,7PM,19014,2,1296.8,4.57,1122.21,7949.0,1.0,648.4,648.4,0.0
Kuliner Malang Terbaik,Bakso Sayur UM,1155.0,4.8,"Jl. Salatiga No.4, Sumbersari, Kec. Lowokwaru, Kota Malang, Jawa Timur 65145, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 818-0380-6018,-7.9625502,112.6207554,Bakso,Lowokwaru,Lowokwaru,33.0,79.0,False,False,True,False,False,False,False,False,False,False,11AM,11AM,11AM,11AM,11AM,11AM,7PM,19407,4,5698.55,4.55,621.97,8486.0,1.0,1424.64,1424.64,0.0
Restoran di Malang,Hot Cui Mie S Parman,3665.0,4.3,"Ruko Parman, Jl. Letjend S. Parman No.56, Purwantoro, Kec. Blimbing, Kota Malang, Jawa Timur 65125, Indonesia",ID,Malang City,East Java,http://linktr.ee/hotcuimie,+62 896-9700-6671,-7.9513367,112.6395376,Mie,Blimbing,Blimbing,44.0,14.0,False,False,False,False,False,True,False,False,False,False,11AM,1PM,6PM,10AM,6PM,7PM,1PM,8733,2,2231.85,4.52,664.83,6759.0,1.0,1115.92,1115.92,0.0
Kuliner Malang Murah,Warung Makan Murah,7.0,4.3,"2J4Q+JMR, Kotalama, Kedungkandang, Malang City, East Java 65136, Indonesia",ID,Malang City,East Java,Tidak Ada,Tidak Ada,-7.9933986,112.6391373,Warung,Kedungkandang,Kedungkandang,10.0,10.0,False,False,True,False,False,False,False,False,False,False,11AM,10PM,5PM,7PM,8PM,10PM,10PM,11781,14,2028.236107854631,4.58,367.15,2077.0,1.0,144.87,0.0,144.87
Kuliner Tradisional Malang,Warung Soto Bu Dewi,383.0,4.4,"Jl. Raya Tlogomas No.24, Tlogomas, Kec. Lowokwaru, Kota Malang, Jawa Timur 65144, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 822-4409-3924,-7.9235868,112.5982114,Soto,Lowokwaru,Lowokwaru,33.0,79.0,False,False,True,False,False,False,False,False,False,False,6PM,8AM,10AM,10AM,10AM,10AM,8AM,19407,4,933.2,4.55,621.97,8486.0,1.0,233.3,233.3,0.0
Kuliner Malang Terbaik,Ka-Yah Eatery,193.0,4.7,"Jl. Cikurai No.4, Oro-oro Dowo, Kec. Klojen, Kota Malang, Jawa Timur 65119, Indonesia",ID,Malang City,East Java,https://bio.site/kayaheatery.id,+62 877-7765-7055,-7.9687709,112.6252094,Masakan Lain,Klojen,Klojen,45.0,20.0,False,False,False,False,False,True,False,False,False,False,7PM,7PM,7PM,7PM,7PM,7PM,7PM,5928,15,2428.645369284877,4.53,847.21,21451.0,1.0,161.91,0.0,161.91
Warung Makan di Malang,Richeese Factory,3904.0,4.3,"Jl. Arjuno No.2, Kauman, Kec. Klojen, Kota Malang, Jawa Timur 1500220, Indonesia",ID,Malang City,East Java,http://richeesefactory.com/,+62 341 3038344,-7.9798722,112.6264114,Restoran,Klojen,Kauman,10.0,6.0,False,False,False,False,False,True,False,False,False,False,6PM,7PM,6PM,6PM,7PM,7PM,7PM,9063,10,5904.2,4.43,1342.15,7391.0,2.0,590.42,0.0,590.42
Restoran di Malang,New Hongkong Restaurant,509.0,4.5,"Jl. Arif Rahman Hakim, Kauman, Kec. Klojen, Kota Malang, Jawa Timur 65119, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 341 362683,-7.9814911,112.6291216,Restoran,Klojen,Kauman,10.0,6.0,False,False,True,False,False,False,False,False,False,False,7PM,6PM,7PM,7PM,8PM,7PM,12PM,9063,10,5904.2,4.43,1342.15,7391.0,2.0,590.42,0.0,590.42
Kuliner Tradisional Malang,Warung Kini,228.0,4.3,"Jl. Soekarno Hatta No.34b, Jatimulyo, Kec. Lowokwaru, Kota Malang, Jawa Timur 65141, Indonesia",ID,Malang City,East Java,https://www.instagram.com/warung.kini/,+62 812-3210-7967,-7.944831,112.6194456,Warung,Lowokwaru,Jatimulyo,7.0,1.0,False,False,True,False,False,False,False,False,False,False,8PM,11PM,12PM,10AM,1PM,5PM,2PM,19014,10,2450.65,4.57,1122.21,7949.0,1.0,245.06,0.0,245.06
Restoran di Malang,Takara-men Malang,667.0,4.9,"Jl. Rinjani No.15, Oro-oro Dowo, Kec. Klojen, Kota Malang, Jawa Timur 92971, Indonesia",ID,Malang City,East Java,https://instagram.com/takaramen.id/,Tidak Ada,-7.968714,112.6222662,Mie,Klojen,Klojen,45.0,20.0,False,False,False,False,False,True,False,False,False,False,7PM,7PM,7PM,6PM,7PM,7PM,6PM,5928,18,10453.095369284876,4.53,847.21,21451.0,1.0,580.73,0.0,580.73
Kuliner Malang Terbaik,Depot Samsin,378.0,4.5,"Jl. Brigjend Slamet Riadi No.45 / 8, Oro-oro Dowo, Kec. Klojen, Kota Malang, Jawa Timur 65119, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 341 325786,-7.9715316,112.6285036,Warung,Klojen,Klojen,45.0,20.0,False,False,False,False,False,True,False,False,False,False,4PM,12PM,10AM,4PM,12PM,10AM,7PM,5928,53,12486.890738569753,4.53,847.21,21451.0,1.0,235.6,0.0,235.6
Toko Makanan Malang,Toko Sumber Rasa - Jual Aneka Snack dan Camilan,6.0,3.7,"Jl. Kyai Tamin No.43, Sukoharjo, Kec. Klojen, Kota Malang, Jawa Timur 65118, Indonesia",ID,Malang City,East Java,Tidak Ada,+62 341 9507502,-7.9878341,112.6316996,Snack,Klojen,Klojen,45.0,20.0,False,False,True,False,False,False,False,False,False,False,4PM,4PM,7AM,1PM,7AM,1PM,10AM,5928,30,7237.595369284877,4.53,847.21,21451.0,1.0,241.25,0.0,241.25
